Timer,fight result,has_round_started,is_round_over,player1_id,player1_health,player1_x_coord,player1_y_coord,player1_is_jumping,player1_is_crouching,player1_is_player_in_move,player1_move_id,player1_button_up,player1_button_down,player1_button_left,player1_button_right,player1_button_select,player1_button_start,player1_button_Y,player1_button_B,player1_button_X,player1_button_A,player1_button_L,player1_button_R,player2_id,player2_health,player2_x_coord,player2_y_coord,player2_is_jumping,player2_is_crouching,player2_is_player_in_move,player2_move_id,player2_button_up,player2_button_down,player2_button_left,player2_button_right,player2_button_select,player2_button_start,player2_button_Y,player2_button_B,player2_button_X,player2_button_A,player2_button_L,player2_button_R
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,False,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,192,True,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,205,192,True,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,205,185,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False,0,176,205,185,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,202,180,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False,0,176,202,180,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,198,174,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False,0,176,198,174,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,195,169,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False,0,176,195,169,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,193,164,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False,0,176,193,164,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,191,159,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False,0,176,191,159,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,191,155,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False,0,176,191,155,True,False,False,0,True,False,False,True,False,False,True,True,False,False,True,False
153,NOT_OVER,False,False,0,176,186,151,True,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False,0,176,186,151,True,False,False,0,True,False,True,False,False,False,True,True,False,False,True,False
